fuente,contenido,texto_limpio
Web,entrevistas de admision para inicial 4 años. Mi menor es Valentina.,entrevistas de admision para inicial 4 anos mi menor es valentina
Web,papeles para traslado a secundaria. Postulante: Luis.,papeles para traslado a secundaria postulante luis
Email,"<p><b>Estimados, quisiera saber los mensualidad de inicial 4 años para mi hijo Sebastian.</b></p>",estimados quisiera saber los mensualidad de inicial 4 anos para mi hijo sebastian
WhatsApp,Saber si hay vacantes en inicial 3 años para Camila. Gracias.,saber si hay vacantes en inicial 3 anos para camila gracias
WhatsApp,Saber si hay lugares en primer grado para Elena. Gracias.,saber si hay lugares en primer grado para elena gracias
Web,reunión de admision para secundaria. Mi menor es Nicolas.,reunion de admision para secundaria mi menor es nicolas
Web,CRONOGRAMA DE ADMISION PARA 1ERO SECUNDARIA. MI MENOR ES ELENA.,cronograma de admision para 1ero secundaria mi menor es elena
Email,Solicito información de precios y detalles para inicial 3 años. Atte: Lucia.,solicito informacion de precios y detalles para inicial 3 anos atte lucia
WhatsApp,Hola hay espacios para 1ero secundaria? Mi niño se llama Sebastian.,hola hay espacios para 1ero secundaria mi nino se llama sebastian
Email,Solicito información de cuotas y detalles para 1ero primaria. Atte: Maria.,solicito informacion de cuotas y detalles para 1ero primaria atte maria
Web,citas de admision para inicial 4 años. Mi menor es Gabriel.,citas de admision para inicial 4 anos mi menor es gabriel
Web,<p><b>charlas de admision para 6to primaria. Mi menor es Maria.</b></p>,charlas de admision para 6to primaria mi menor es maria
WhatsApp,<p><b>Saber si hay espacios en primer grado para Thiago. Gracias.</b></p>,saber si hay espacios en primer grado para thiago gracias
Web,FICHA DE MATRÍCULA PARA TRASLADO A INICIAL 5 AÑOS. POSTULANTE: LUIS.,ficha de matricula para traslado a inicial 5 anos postulante luis
WhatsApp,<p><b>Hola hay disponibilidad de ingreso para inicial 5 años? Mi niño se llama Thiago.</b></p>,hola hay disponibilidad de ingreso para inicial 5 anos mi nino se llama thiago
WhatsApp,HOLA HAY CUPOS PARA 6TO PRIMARIA? MI NIÑO SE LLAMA JUAN.,hola hay cupos para 6to primaria mi nino se llama juan
Email,"ESTIMADOS, QUISIERA SABER LOS COSTOS DE 1ERO SECUNDARIA PARA MI HIJO LUCIA.",estimados quisiera saber los costos de 1ero secundaria para mi hijo lucia
WhatsApp,Saber si hay cupos en primer año para Camila. Gracias.,saber si hay cupos en primer ano para camila gracias
Email,<p><b>Solicito información de cuotas y detalles para primer año. Atte: Juan.</b></p>,solicito informacion de cuotas y detalles para primer ano atte juan
Web,charlas de admision para secundaria. Mi menor es Sofia.,charlas de admision para secundaria mi menor es sofia
Email,"Estimados, quisiera saber los cuotas de 1ero secundaria para mi hijo Maria.",estimados quisiera saber los cuotas de 1ero secundaria para mi hijo maria
Email,"Estimados, quisiera saber los costos de primer grado para mi hijo Elena.",estimados quisiera saber los costos de primer grado para mi hijo elena
Web,partidas para traslado a inicial 4 años. Postulante: Gabriel.,partidas para traslado a inicial 4 anos postulante gabriel
WhatsApp,Hola hay cupos para 6to primaria? Mi niño se llama Camila.,hola hay cupos para 6to primaria mi nino se llama camila
Web,requisitos para traslado a primer grado. Postulante: Lucia.,requisitos para traslado a primer grado postulante lucia
Web,CRONOGRAMA DE ADMISION PARA 1ERO PRIMARIA. MI MENOR ES SOFIA.,cronograma de admision para 1ero primaria mi menor es sofia
WhatsApp,Saber si hay vacantes en primer año para Elena. Gracias.,saber si hay vacantes en primer ano para elena gracias
Web,<p><b>partidas para traslado a secundaria. Postulante: Gabriel.</b></p>,partidas para traslado a secundaria postulante gabriel
Email,"Estimados, quisiera saber los precios de primer año para mi hijo Lucia.",estimados quisiera saber los precios de primer ano para mi hijo lucia
Email,"Estimados, quisiera saber los pagos de 1ero primaria para mi hijo Lucia.",estimados quisiera saber los pagos de 1ero primaria para mi hijo lucia
WhatsApp,Hola hay lugares para 1ero secundaria? Mi niño se llama Camila.,hola hay lugares para 1ero secundaria mi nino se llama camila
Web,ficha de matrícula para traslado a secundaria. Postulante: Luis.,ficha de matricula para traslado a secundaria postulante luis
Web,<p><b>requisitos para traslado a 1ero secundaria. Postulante: Gabriel.</b></p>,requisitos para traslado a 1ero secundaria postulante gabriel
Web,charlas de admision para inicial 5 años. Mi menor es Elena.,charlas de admision para inicial 5 anos mi menor es elena
WhatsApp,Hola hay lugares para primer año? Mi niño se llama Elena.,hola hay lugares para primer ano mi nino se llama elena
Web,ENTREVISTAS DE ADMISION PARA 5TO SECUNDARIA. MI MENOR ES ANA.,entrevistas de admision para 5to secundaria mi menor es ana
WhatsApp,<p><b>Hola hay lugares para inicial 3 años? Mi niño se llama Camila.</b></p>,hola hay lugares para inicial 3 anos mi nino se llama camila
Email,SOLICITO INFORMACIÓN DE PRECIOS Y DETALLES PARA SECUNDARIA. ATTE: VALENTINA.,solicito informacion de precios y detalles para secundaria atte valentina
WhatsApp,Hola hay espacios para 1ero secundaria? Mi niño se llama Juan.,hola hay espacios para 1ero secundaria mi nino se llama juan
Web,partidas para traslado a primer grado. Postulante: Thiago.,partidas para traslado a primer grado postulante thiago
Email,SOLICITO INFORMACIÓN DE MENSUALIDAD Y DETALLES PARA SECUNDARIA. ATTE: JUAN.,solicito informacion de mensualidad y detalles para secundaria atte juan
Web,<p><b>requisitos para traslado a 5to secundaria. Postulante: Ana.</b></p>,requisitos para traslado a 5to secundaria postulante ana
WhatsApp,<p><b>Hola hay vacantes para 1ero primaria? Mi niño se llama Lucia.</b></p>,hola hay vacantes para 1ero primaria mi nino se llama lucia
WhatsApp,Saber si hay espacios en secundaria para Valentina. Gracias.,saber si hay espacios en secundaria para valentina gracias
Email,Solicito información de mensualidad y detalles para 1ero primaria. Atte: Valentina.,solicito informacion de mensualidad y detalles para 1ero primaria atte valentina
Web,reunión de admision para inicial 4 años. Mi menor es Valentina.,reunion de admision para inicial 4 anos mi menor es valentina
WhatsApp,Saber si hay cupos en inicial 4 años para Pedro. Gracias.,saber si hay cupos en inicial 4 anos para pedro gracias
WhatsApp,Hola hay lugares para inicial 4 años? Mi niño se llama Camila.,hola hay lugares para inicial 4 anos mi nino se llama camila
Web,<p><b>reunión de admision para inicial 5 años. Mi menor es Pedro.</b></p>,reunion de admision para inicial 5 anos mi menor es pedro
WhatsApp,Saber si hay vacantes en inicial 5 años para Thiago. Gracias.,saber si hay vacantes en inicial 5 anos para thiago gracias
Email,"<p><b>Estimados, quisiera saber los pagos de inicial 5 años para mi hijo Sebastian.</b></p>",estimados quisiera saber los pagos de inicial 5 anos para mi hijo sebastian
Email,Solicito información de pagos y detalles para primer año. Atte: Lucia.,solicito informacion de pagos y detalles para primer ano atte lucia
WhatsApp,Saber si hay disponibilidad de ingreso en inicial 3 años para Maria. Gracias.,saber si hay disponibilidad de ingreso en inicial 3 anos para maria gracias
WhatsApp,SABER SI HAY LUGARES EN PRIMER AÑO PARA JUAN. GRACIAS.,saber si hay lugares en primer ano para juan gracias
WhatsApp,<p><b>Hola hay vacantes para inicial 4 años? Mi niño se llama Elena.</b></p>,hola hay vacantes para inicial 4 anos mi nino se llama elena
WhatsApp,Saber si hay cupos en 6to primaria para Pedro. Gracias.,saber si hay cupos en 6to primaria para pedro gracias
Web,documentos para traslado a secundaria. Postulante: Sebastian.,documentos para traslado a secundaria postulante sebastian
Web,documentación para traslado a 6to primaria. Postulante: Gabriel.,documentacion para traslado a 6to primaria postulante gabriel
WhatsApp,SABER SI HAY ESPACIOS EN INICIAL 4 AÑOS PARA ELENA. GRACIAS.,saber si hay espacios en inicial 4 anos para elena gracias
Email,"Estimados, quisiera saber los pagos de primer grado para mi hijo Lucia.",estimados quisiera saber los pagos de primer grado para mi hijo lucia
WhatsApp,HOLA HAY VACANTES PARA 6TO PRIMARIA? MI NIÑO SE LLAMA CAMILA.,hola hay vacantes para 6to primaria mi nino se llama camila
Email,Solicito información de pagos y detalles para secundaria. Atte: Nicolas.,solicito informacion de pagos y detalles para secundaria atte nicolas
WhatsApp,Hola hay cupos para inicial 4 años? Mi niño se llama Ana.,hola hay cupos para inicial 4 anos mi nino se llama ana
Web,<p><b>cronograma de admision para 5to secundaria. Mi menor es Valentina.</b></p>,cronograma de admision para 5to secundaria mi menor es valentina
Web,entrevistas de admision para inicial 5 años. Mi menor es Sebastian.,entrevistas de admision para inicial 5 anos mi menor es sebastian
Email,"ESTIMADOS, QUISIERA SABER LOS PAGOS DE INICIAL 5 AÑOS PARA MI HIJO THIAGO.",estimados quisiera saber los pagos de inicial 5 anos para mi hijo thiago
Email,"<p><b>Estimados, quisiera saber los pagos de 1ero secundaria para mi hijo Luis.</b></p>",estimados quisiera saber los pagos de 1ero secundaria para mi hijo luis
Email,Solicito información de pensiones y detalles para secundaria. Atte: Juan.,solicito informacion de pensiones y detalles para secundaria atte juan
Email,"Estimados, quisiera saber los pagos de inicial 3 años para mi hijo Pedro.",estimados quisiera saber los pagos de inicial 3 anos para mi hijo pedro
Web,entrevistas de admision para primer grado. Mi menor es Mateo.,entrevistas de admision para primer grado mi menor es mateo
Email,<p><b>Solicito información de precios y detalles para inicial 4 años. Atte: Sebastian.</b></p>,solicito informacion de precios y detalles para inicial 4 anos atte sebastian
Web,charlas de admision para 1ero primaria. Mi menor es Nicolas.,charlas de admision para 1ero primaria mi menor es nicolas
Email,Solicito información de pagos y detalles para inicial 5 años. Atte: Thiago.,solicito informacion de pagos y detalles para inicial 5 anos atte thiago
WhatsApp,Saber si hay lugares en primer grado para Thiago. Gracias.,saber si hay lugares en primer grado para thiago gracias
WhatsApp,HOLA HAY VACANTES PARA 5TO SECUNDARIA? MI NIÑO SE LLAMA SEBASTIAN.,hola hay vacantes para 5to secundaria mi nino se llama sebastian
Email,"Estimados, quisiera saber los precios de inicial 5 años para mi hijo Juan.",estimados quisiera saber los precios de inicial 5 anos para mi hijo juan
Web,<p><b>citas de admision para 1ero primaria. Mi menor es Nicolas.</b></p>,citas de admision para 1ero primaria mi menor es nicolas
Web,citas de admision para inicial 5 años. Mi menor es Elena.,citas de admision para inicial 5 anos mi menor es elena
Email,"Estimados, quisiera saber los pensiones de 5to secundaria para mi hijo Sebastian.",estimados quisiera saber los pensiones de 5to secundaria para mi hijo sebastian
Email,Solicito información de mensualidad y detalles para inicial 3 años. Atte: Luis.,solicito informacion de mensualidad y detalles para inicial 3 anos atte luis
WhatsApp,<p><b>Saber si hay cupos en inicial 4 años para Luis. Gracias.</b></p>,saber si hay cupos en inicial 4 anos para luis gracias
Web,requisitos para traslado a inicial 5 años. Postulante: Mateo.,requisitos para traslado a inicial 5 anos postulante mateo
Email,"Estimados, quisiera saber los pensiones de primer año para mi hijo Ana.",estimados quisiera saber los pensiones de primer ano para mi hijo ana
Web,papeles para traslado a 1ero secundaria. Postulante: Sebastian.,papeles para traslado a 1ero secundaria postulante sebastian
WhatsApp,Saber si hay cupos en 6to primaria para Gabriel. Gracias.,saber si hay cupos en 6to primaria para gabriel gracias
Email,Solicito información de costos y detalles para 1ero secundaria. Atte: Juan.,solicito informacion de costos y detalles para 1ero secundaria atte juan
Web,documentación para traslado a 5to secundaria. Postulante: Maria.,documentacion para traslado a 5to secundaria postulante maria
Web,documentos para traslado a inicial 5 años. Postulante: Ana.,documentos para traslado a inicial 5 anos postulante ana
Web,PAPELES PARA TRASLADO A SECUNDARIA. POSTULANTE: THIAGO.,papeles para traslado a secundaria postulante thiago
WhatsApp,HOLA HAY LUGARES PARA INICIAL 4 AÑOS? MI NIÑO SE LLAMA ELENA.,hola hay lugares para inicial 4 anos mi nino se llama elena
WhatsApp,Hola hay disponibilidad de ingreso para 5to secundaria? Mi niño se llama Mateo.,hola hay disponibilidad de ingreso para 5to secundaria mi nino se llama mateo
Web,partidas para traslado a 1ero primaria. Postulante: Mateo.,partidas para traslado a 1ero primaria postulante mateo
Web,partidas para traslado a 1ero secundaria. Postulante: Lucia.,partidas para traslado a 1ero secundaria postulante lucia
Web,partidas para traslado a 1ero primaria. Postulante: Valentina.,partidas para traslado a 1ero primaria postulante valentina
Email,"Estimados, quisiera saber los mensualidad de secundaria para mi hijo Sebastian.",estimados quisiera saber los mensualidad de secundaria para mi hijo sebastian
Email,SOLICITO INFORMACIÓN DE CUOTAS Y DETALLES PARA 1ERO PRIMARIA. ATTE: ANA.,solicito informacion de cuotas y detalles para 1ero primaria atte ana
Email,Solicito información de costos y detalles para inicial 4 años. Atte: Mateo.,solicito informacion de costos y detalles para inicial 4 anos atte mateo
Email,Solicito información de mensualidad y detalles para inicial 5 años. Atte: Sofia.,solicito informacion de mensualidad y detalles para inicial 5 anos atte sofia
Web,documentación para traslado a 5to secundaria. Postulante: Sebastian.,documentacion para traslado a 5to secundaria postulante sebastian
WhatsApp,HOLA HAY LUGARES PARA INICIAL 5 AÑOS? MI NIÑO SE LLAMA PEDRO.,hola hay lugares para inicial 5 anos mi nino se llama pedro
Web,CRONOGRAMA DE ADMISION PARA 1ERO SECUNDARIA. MI MENOR ES MATEO.,cronograma de admision para 1ero secundaria mi menor es mateo
Email,Solicito información de pagos y detalles para inicial 5 años. Atte: Ana.,solicito informacion de pagos y detalles para inicial 5 anos atte ana
Email,Solicito información de pensiones y detalles para inicial 3 años. Atte: Pedro.,solicito informacion de pensiones y detalles para inicial 3 anos atte pedro
WhatsApp,Saber si hay lugares en secundaria para Luis. Gracias.,saber si hay lugares en secundaria para luis gracias
Web,<p><b>ficha de matrícula para traslado a primer grado. Postulante: Lucia.</b></p>,ficha de matricula para traslado a primer grado postulante lucia
Email,Solicito información de cuotas y detalles para 5to secundaria. Atte: Pedro.,solicito informacion de cuotas y detalles para 5to secundaria atte pedro
