fuente,contenido,texto_limpio,label_sugerida,texto_preprocesado
Email,"ESTIMADOS, QUISIERA SABER LOS MENSUALIDAD DE PRIMER AÑO PARA MI HIJO LUIS.",estimados quisiera saber los mensualidad de primer año para mi hijo luis,ADMIS_COSTOS,estimado querer mensualidad año hijo luis
Email,"Estimados, quisiera saber los costos de inicial 5 años para mi hijo Maria.",estimados quisiera saber los costos de inicial 5 años para mi hijo maria,ADMIS_COSTOS,estimado querer costo inicial año hijo mario
Email,"Estimados, quisiera saber los pagos de 1ero secundaria para mi hijo Sebastian.",estimados quisiera saber los pagos de 1ero secundaria para mi hijo sebastian,ADMIS_COSTOS,estimado querer pago 1ero secundario hijo sebastiar
Web,requisitos para traslado a primer grado. Postulante: Camila.,requisitos para traslado a primer grado postulante camila,ADMIS_REQUIS_DOC,requisito traslado grado postulante camilar
Email,Solicito información de precios y detalles para inicial 4 años. Atte: Luis.,solicito información de precios y detalles para inicial 4 años atte luis,ADMIS_COSTOS,solicitar información precio detalle inicial año attar luis
WhatsApp,Saber si hay disponibilidad de ingreso en 1ero primaria para Luis. Gracias.,saber si hay disponibilidad de ingreso en 1ero primaria para luis gracias,ADMIS_VACANTES,disponibilidad ingreso 1ero primario luis gracias
Email,"Estimados, quisiera saber los precios de 6to primaria para mi hijo Mateo.",estimados quisiera saber los precios de 6to primaria para mi hijo mateo,ADMIS_COSTOS,estimado querer precio 6to primario hijo mateo
Email,Solicito información de pagos y detalles para primer grado. Atte: Sofia.,solicito información de pagos y detalles para primer grado atte sofia,ADMIS_COSTOS,solicitar información pago detalle grado atte sofia
Email,SOLICITO INFORMACIÓN DE PAGOS Y DETALLES PARA 1ERO SECUNDARIA. ATTE: LUIS.,solicito información de pagos y detalles para 1ero secundaria atte luis,ADMIS_COSTOS,solicitar información pago detalle 1ero secundario atte luis
Web,documentación para traslado a secundaria. Postulante: Valentina.,documentación para traslado a secundaria postulante valentina,ADMIS_REQUIS_DOC,documentación traslado secundaria postulante valentín
Web,requisitos para traslado a 1ero primaria. Postulante: Juan.,requisitos para traslado a 1ero primaria postulante juan,ADMIS_REQUIS_DOC,requisito traslado 1ero primaria postulante juan
Email,"Estimados, quisiera saber los precios de inicial 4 años para mi hijo Ana.",estimados quisiera saber los precios de inicial 4 años para mi hijo ana,ADMIS_COSTOS,estimado querer precio inicial año hijo án
Web,reunión de admision para 6to primaria. Mi menor es Lucia.,reunión de admision para 6to primaria mi menor es lucia,OTROS,reunión admision 6to primario menor lucia
WhatsApp,Saber si hay vacantes en 1ero primaria para Thiago. Gracias.,saber si hay vacantes en 1ero primaria para thiago gracias,ADMIS_VACANTES,vacante 1ero primario thiago gracias
Web,<p><b>cronograma de admision para 1ero secundaria. Mi menor es Elena.</b></p>,cronograma de admision para 1ero secundaria mi menor es elena,ADMIS_CITAS,cronograma admision 1ero secundario menor elén
Email,<p><b>Solicito información de costos y detalles para inicial 5 años. Atte: Ana.</b></p>,solicito información de costos y detalles para inicial 5 años atte ana,ADMIS_COSTOS,solicitar información costo detalle inicial año attir ana
Email,"Estimados, quisiera saber los pagos de inicial 3 años para mi hijo Elena.",estimados quisiera saber los pagos de inicial 3 años para mi hijo elena,ADMIS_COSTOS,estimado querer pago inicial año hijo elena
Web,papeles para traslado a inicial 4 años. Postulante: Camila.,papeles para traslado a inicial 4 años postulante camila,ADMIS_REQUIS_DOC,papel traslado inicial año postulante camilar
Email,<p><b>Solicito información de pagos y detalles para inicial 3 años. Atte: Lucia.</b></p>,solicito información de pagos y detalles para inicial 3 años atte lucia,ADMIS_COSTOS,solicitar información pago detalle inicial año attir lucia
WhatsApp,<p><b>Hola hay disponibilidad de ingreso para secundaria? Mi niño se llama Sofia.</b></p>,hola hay disponibilidad de ingreso para secundaria mi niño se llama sofia,ADMIS_VACANTES,holar disponibilidad ingreso secundario niño llamar sofia
Email,Solicito información de mensualidad y detalles para primer grado. Atte: Sofia.,solicito información de mensualidad y detalles para primer grado atte sofia,ADMIS_COSTOS,solicitar información mensualidad detalle grado atte sofia
Email,"Estimados, quisiera saber los mensualidad de 6to primaria para mi hijo Maria.",estimados quisiera saber los mensualidad de 6to primaria para mi hijo maria,ADMIS_COSTOS,estimado querer mensualidad 6to primario hijo mario
Email,<p><b>Solicito información de pensiones y detalles para 5to secundaria. Atte: Sofia.</b></p>,solicito información de pensiones y detalles para 5to secundaria atte sofia,ADMIS_COSTOS,solicitar información pensión detalle 5to secundario atte sofia
WhatsApp,Hola hay vacantes para 5to secundaria? Mi niño se llama Sofia.,hola hay vacantes para 5to secundaria mi niño se llama sofia,ADMIS_VACANTES,holar vacante 5to secundario niño llamar sofia
Email,SOLICITO INFORMACIÓN DE CUOTAS Y DETALLES PARA INICIAL 4 AÑOS. ATTE: MATEO.,solicito información de cuotas y detalles para inicial 4 años atte mateo,ADMIS_COSTOS,solicitar información cuota detalle inicial año atte mateo
Web,reunión de admision para inicial 4 años. Mi menor es Gabriel.,reunión de admision para inicial 4 años mi menor es gabriel,OTROS,reunión admision inicial año menor gabriel
Web,<p><b>entrevistas de admision para inicial 3 años. Mi menor es Gabriel.</b></p>,entrevistas de admision para inicial 3 años mi menor es gabriel,ADMIS_CITAS,entrevista admision inicial año menor gabriel
Email,Solicito información de pagos y detalles para primer grado. Atte: Sebastian.,solicito información de pagos y detalles para primer grado atte sebastian,ADMIS_COSTOS,solicitar información pago detalle grado atte sebastiar
Web,requisitos para traslado a primer año. Postulante: Juan.,requisitos para traslado a primer año postulante juan,ADMIS_REQUIS_DOC,requisito traslado año postulante juan
Web,requisitos para traslado a 1ero secundaria. Postulante: Gabriel.,requisitos para traslado a 1ero secundaria postulante gabriel,ADMIS_REQUIS_DOC,requisito traslado 1ero secundario postulante gabriel
Web,<p><b>entrevistas de admision para inicial 5 años. Mi menor es Gabriel.</b></p>,entrevistas de admision para inicial 5 años mi menor es gabriel,ADMIS_CITAS,entrevista admision inicial año menor gabriel
Email,SOLICITO INFORMACIÓN DE MENSUALIDAD Y DETALLES PARA SECUNDARIA. ATTE: MARIA.,solicito información de mensualidad y detalles para secundaria atte maria,ADMIS_COSTOS,solicitar información mensualidad detalle secundario atte mario
WhatsApp,<p><b>Saber si hay disponibilidad de ingreso en primer año para Ana. Gracias.</b></p>,saber si hay disponibilidad de ingreso en primer año para ana gracias,ADMIS_VACANTES,disponibilidad ingreso año ana gracias
WhatsApp,Hola hay vacantes para 1ero secundaria? Mi niño se llama Pedro.,hola hay vacantes para 1ero secundaria mi niño se llama pedro,ADMIS_VACANTES,holar vacante 1ero secundario niño llamar pedro
Web,documentación para traslado a 6to primaria. Postulante: Nicolas.,documentación para traslado a 6to primaria postulante nicolas,ADMIS_REQUIS_DOC,documentación traslado 6to primaria postulante nicola
Email,"Estimados, quisiera saber los precios de primer grado para mi hijo Luis.",estimados quisiera saber los precios de primer grado para mi hijo luis,ADMIS_COSTOS,estimado querer precio grado hijo luis
Email,Solicito información de precios y detalles para inicial 4 años. Atte: Valentina.,solicito información de precios y detalles para inicial 4 años atte valentina,ADMIS_COSTOS,solicitar información precio detalle inicial año atte valentín
Email,"Estimados, quisiera saber los pagos de 1ero primaria para mi hijo Valentina.",estimados quisiera saber los pagos de 1ero primaria para mi hijo valentina,ADMIS_COSTOS,estimado querer pago 1ero primario hijo valentín
Web,requisitos para traslado a inicial 5 años. Postulante: Maria.,requisitos para traslado a inicial 5 años postulante maria,ADMIS_REQUIS_DOC,requisito traslado inicial año postulante mario
Email,"Estimados, quisiera saber los pagos de 6to primaria para mi hijo Maria.",estimados quisiera saber los pagos de 6to primaria para mi hijo maria,ADMIS_COSTOS,estimado querer pago 6to primario hijo mario
Web,citas de admision para inicial 4 años. Mi menor es Camila.,citas de admision para inicial 4 años mi menor es camila,ADMIS_CITAS,cita admision inicial año menor camila
Web,<p><b>entrevistas de admision para 5to secundaria. Mi menor es Gabriel.</b></p>,entrevistas de admision para 5to secundaria mi menor es gabriel,ADMIS_CITAS,entrevista admision 5to secundario menor gabriel
Email,"ESTIMADOS, QUISIERA SABER LOS PRECIOS DE INICIAL 5 AÑOS PARA MI HIJO MATEO.",estimados quisiera saber los precios de inicial 5 años para mi hijo mateo,ADMIS_COSTOS,estimado querer precio inicial año hijo mateo
Email,"Estimados, quisiera saber los cuotas de primer grado para mi hijo Gabriel.",estimados quisiera saber los cuotas de primer grado para mi hijo gabriel,ADMIS_COSTOS,estimado querer cuota grado hijo gabriel
Web,documentos para traslado a inicial 3 años. Postulante: Elena.,documentos para traslado a inicial 3 años postulante elena,ADMIS_REQUIS_DOC,documento traslado inicial año postulante elén
Web,<p><b>charlas de admision para 1ero primaria. Mi menor es Gabriel.</b></p>,charlas de admision para 1ero primaria mi menor es gabriel,ADMIS_CITAS,charla admision 1ero primario menor gabriel
WhatsApp,Hola hay cupos para inicial 5 años? Mi niño se llama Gabriel.,hola hay cupos para inicial 5 años mi niño se llama gabriel,ADMIS_VACANTES,holar cupo inicial año niño llamar gabriel
WhatsApp,Hola hay disponibilidad de ingreso para 1ero primaria? Mi niño se llama Sebastian.,hola hay disponibilidad de ingreso para 1ero primaria mi niño se llama sebastian,ADMIS_VACANTES,holar disponibilidad ingreso 1ero primario niño llamar sebastian
Web,REUNIÓN DE ADMISION PARA 1ERO SECUNDARIA. MI MENOR ES SOFIA.,reunión de admision para 1ero secundaria mi menor es sofia,OTROS,reunión admision 1ero secundario menor sofia
WhatsApp,<p><b>Hola hay disponibilidad de ingreso para 1ero primaria? Mi niño se llama Luis.</b></p>,hola hay disponibilidad de ingreso para 1ero primaria mi niño se llama luis,ADMIS_VACANTES,holar disponibilidad ingreso 1ero primario niño llamar luis
Web,<p><b>cronograma de admision para inicial 4 años. Mi menor es Valentina.</b></p>,cronograma de admision para inicial 4 años mi menor es valentina,ADMIS_CITAS,cronograma admision inicial año menor valentín
Web,cronograma de admision para 6to primaria. Mi menor es Mateo.,cronograma de admision para 6to primaria mi menor es mateo,ADMIS_CITAS,cronograma admision 6to primario menor mateo
WhatsApp,Hola hay lugares para inicial 5 años? Mi niño se llama Elena.,hola hay lugares para inicial 5 años mi niño se llama elena,ADMIS_VACANTES,holar lugar inicial año niño llamar elena
Email,"Estimados, quisiera saber los pagos de inicial 5 años para mi hijo Sofia.",estimados quisiera saber los pagos de inicial 5 años para mi hijo sofia,ADMIS_COSTOS,estimado querer pago inicial año hijo sofia
Email,Solicito información de pensiones y detalles para secundaria. Atte: Pedro.,solicito información de pensiones y detalles para secundaria atte pedro,ADMIS_COSTOS,solicitar información pensión detalle secundario atte pedro
WhatsApp,<p><b>Saber si hay disponibilidad de ingreso en 1ero primaria para Sebastian. Gracias.</b></p>,saber si hay disponibilidad de ingreso en 1ero primaria para sebastian gracias,ADMIS_VACANTES,disponibilidad ingreso 1ero primario sebastiar gracias
Web,documentación para traslado a primer año. Postulante: Mateo.,documentación para traslado a primer año postulante mateo,ADMIS_REQUIS_DOC,documentación traslado año postulante mateo
WhatsApp,Saber si hay disponibilidad de ingreso en primer grado para Ana. Gracias.,saber si hay disponibilidad de ingreso en primer grado para ana gracias,ADMIS_VACANTES,disponibilidad ingreso grado ana gracias
Web,entrevistas de admision para 6to primaria. Mi menor es Elena.,entrevistas de admision para 6to primaria mi menor es elena,ADMIS_CITAS,entrevista admision 6to primario menor elén
Web,documentos para traslado a 5to secundaria. Postulante: Camila.,documentos para traslado a 5to secundaria postulante camila,ADMIS_REQUIS_DOC,documento traslado 5to secundario postulante camilar
WhatsApp,Hola hay lugares para 5to secundaria? Mi niño se llama Sofia.,hola hay lugares para 5to secundaria mi niño se llama sofia,ADMIS_VACANTES,holar lugar 5to secundario niño llamar sofia
WhatsApp,Saber si hay vacantes en inicial 5 años para Juan. Gracias.,saber si hay vacantes en inicial 5 años para juan gracias,ADMIS_VACANTES,vacante inicial año juan gracias
WhatsApp,Saber si hay vacantes en secundaria para Pedro. Gracias.,saber si hay vacantes en secundaria para pedro gracias,ADMIS_VACANTES,vacante secundaria pedro gracias
Web,DOCUMENTOS PARA TRASLADO A 6TO PRIMARIA. POSTULANTE: ELENA.,documentos para traslado a 6to primaria postulante elena,ADMIS_REQUIS_DOC,documento traslado 6to primaria postulante elén
Web,cronograma de admision para 1ero primaria. Mi menor es Maria.,cronograma de admision para 1ero primaria mi menor es maria,ADMIS_CITAS,cronograma admision 1ero primario menor mario
WhatsApp,Hola hay disponibilidad de ingreso para inicial 3 años? Mi niño se llama Mateo.,hola hay disponibilidad de ingreso para inicial 3 años mi niño se llama mateo,ADMIS_VACANTES,holar disponibilidad ingreso inicial año niño llamar mateo
WhatsApp,Saber si hay lugares en 6to primaria para Juan. Gracias.,saber si hay lugares en 6to primaria para juan gracias,ADMIS_VACANTES,lugar 6to primario juan gracias
Web,papeles para traslado a 1ero primaria. Postulante: Maria.,papeles para traslado a 1ero primaria postulante maria,ADMIS_REQUIS_DOC,papel traslado 1ero primaria postulante mario
WhatsApp,Saber si hay cupos en 5to secundaria para Thiago. Gracias.,saber si hay cupos en 5to secundaria para thiago gracias,ADMIS_VACANTES,cupo 5to secundario thiago gracias
Email,Solicito información de mensualidad y detalles para 1ero primaria. Atte: Lucia.,solicito información de mensualidad y detalles para 1ero primaria atte lucia,ADMIS_COSTOS,solicitar información mensualidad detalle 1ero primario attar lucia
Web,<p><b>partidas para traslado a 1ero primaria. Postulante: Elena.</b></p>,partidas para traslado a 1ero primaria postulante elena,ADMIS_REQUIS_DOC,partida traslado 1ero primaria postulante elén
WhatsApp,Hola hay espacios para 1ero secundaria? Mi niño se llama Ana.,hola hay espacios para 1ero secundaria mi niño se llama ana,ADMIS_VACANTES,holar espacio 1ero secundario niño llamar án
