fuente,contenido
WhatsApp,<p><b>Saber si hay vacantes en primer grado para Nicolas. Gracias.</b></p>
Web,cronograma de admision para 1ero primaria. Mi menor es Maria.
Email,"<p><b>Estimados, quisiera saber los pensiones de inicial 3 años para mi hijo Elena.</b></p>"
WhatsApp,HOLA HAY CUPOS PARA 1ERO PRIMARIA? MI NIÑO SE LLAMA LUCIA.
WhatsApp,Saber si hay espacios en inicial 3 años para Valentina. Gracias.
Web,citas de admision para inicial 4 años. Mi menor es Pedro.
WhatsApp,Hola hay espacios para primer grado? Mi niño se llama Valentina.
WhatsApp,Hola hay espacios para 5to secundaria? Mi niño se llama Nicolas.
WhatsApp,Hola hay lugares para 1ero primaria? Mi niño se llama Pedro.
Email,"Estimados, quisiera saber los costos de inicial 4 años para mi hijo Camila."
Web,CRONOGRAMA DE ADMISION PARA INICIAL 5 AÑOS. MI MENOR ES LUIS.
Email,"Estimados, quisiera saber los precios de 1ero primaria para mi hijo Valentina."
Web,partidas para traslado a 6to primaria. Postulante: Luis.
WhatsApp,Saber si hay lugares en inicial 3 años para Sebastian. Gracias.
Web,CHARLAS DE ADMISION PARA SECUNDARIA. MI MENOR ES LUCIA.
Web,reunión de admision para primer año. Mi menor es Valentina.
Email,Solicito información de pagos y detalles para 1ero secundaria. Atte: Thiago.
Web,partidas para traslado a 1ero primaria. Postulante: Ana.
Email,"Estimados, quisiera saber los pagos de 6to primaria para mi hijo Camila."
WhatsApp,Saber si hay disponibilidad de ingreso en primer año para Sofia. Gracias.
Web,requisitos para traslado a inicial 5 años. Postulante: Thiago.
Email,Solicito información de mensualidad y detalles para primer año. Atte: Camila.
Email,"<p><b>Estimados, quisiera saber los pensiones de 1ero secundaria para mi hijo Juan.</b></p>"
Web,documentos para traslado a inicial 4 años. Postulante: Maria.
Email,"<p><b>Estimados, quisiera saber los cuotas de 1ero primaria para mi hijo Pedro.</b></p>"
Web,charlas de admision para inicial 3 años. Mi menor es Sebastian.
Web,entrevistas de admision para 1ero secundaria. Mi menor es Valentina.
WhatsApp,Saber si hay cupos en inicial 5 años para Ana. Gracias.
Web,charlas de admision para primer año. Mi menor es Camila.
Web,cronograma de admision para 5to secundaria. Mi menor es Lucia.
WhatsApp,Hola hay cupos para inicial 4 años? Mi niño se llama Sebastian.
WhatsApp,Saber si hay cupos en inicial 5 años para Maria. Gracias.
Web,citas de admision para 6to primaria. Mi menor es Pedro.
WhatsApp,Saber si hay vacantes en inicial 3 años para Juan. Gracias.
Email,"ESTIMADOS, QUISIERA SABER LOS CUOTAS DE 1ERO SECUNDARIA PARA MI HIJO NICOLAS."
Web,requisitos para traslado a inicial 3 años. Postulante: Sofia.
WhatsApp,Saber si hay espacios en 1ero primaria para Luis. Gracias.
Email,Solicito información de pensiones y detalles para inicial 3 años. Atte: Sebastian.
Email,Solicito información de mensualidad y detalles para 1ero secundaria. Atte: Gabriel.
WhatsApp,Hola hay disponibilidad de ingreso para 5to secundaria? Mi niño se llama Thiago.
Web,FICHA DE MATRÍCULA PARA TRASLADO A INICIAL 5 AÑOS. POSTULANTE: THIAGO.
WhatsApp,SABER SI HAY VACANTES EN INICIAL 3 AÑOS PARA JUAN. GRACIAS.
Email,<p><b>Solicito información de cuotas y detalles para 5to secundaria. Atte: Thiago.</b></p>
Web,citas de admision para inicial 4 años. Mi menor es Juan.
WhatsApp,Hola hay cupos para inicial 3 años? Mi niño se llama Juan.
Email,"Estimados, quisiera saber los cuotas de primer grado para mi hijo Nicolas."
WhatsApp,Saber si hay vacantes en primer grado para Valentina. Gracias.
Email,"<p><b>Estimados, quisiera saber los precios de 1ero primaria para mi hijo Elena.</b></p>"
WhatsApp,Hola hay cupos para secundaria? Mi niño se llama Luis.
WhatsApp,<p><b>Hola hay espacios para 1ero secundaria? Mi niño se llama Camila.</b></p>
Email,Solicito información de precios y detalles para 1ero secundaria. Atte: Pedro.
Email,"Estimados, quisiera saber los cuotas de inicial 4 años para mi hijo Pedro."
WhatsApp,<p><b>Hola hay cupos para 1ero secundaria? Mi niño se llama Pedro.</b></p>
Web,CITAS DE ADMISION PARA INICIAL 5 AÑOS. MI MENOR ES ELENA.
WhatsApp,Hola hay disponibilidad de ingreso para primer grado? Mi niño se llama Ana.
Web,<p><b>charlas de admision para primer año. Mi menor es Juan.</b></p>
Email,Solicito información de pensiones y detalles para primer grado. Atte: Nicolas.
Email,"Estimados, quisiera saber los cuotas de inicial 5 años para mi hijo Pedro."
Web,entrevistas de admision para 5to secundaria. Mi menor es Mateo.
Email,Solicito información de pagos y detalles para inicial 5 años. Atte: Valentina.
Email,"Estimados, quisiera saber los pagos de 6to primaria para mi hijo Mateo."
Email,"Estimados, quisiera saber los mensualidad de 1ero secundaria para mi hijo Pedro."
Email,SOLICITO INFORMACIÓN DE PAGOS Y DETALLES PARA INICIAL 3 AÑOS. ATTE: LUIS.
WhatsApp,Saber si hay lugares en 6to primaria para Juan. Gracias.
WhatsApp,<p><b>Hola hay disponibilidad de ingreso para 5to secundaria? Mi niño se llama Ana.</b></p>
Web,entrevistas de admision para primer grado. Mi menor es Luis.
WhatsApp,SABER SI HAY CUPOS EN SECUNDARIA PARA LUIS. GRACIAS.
WhatsApp,Hola hay vacantes para 5to secundaria? Mi niño se llama Juan.
Email,"Estimados, quisiera saber los costos de inicial 4 años para mi hijo Juan."
Web,citas de admision para inicial 5 años. Mi menor es Mateo.
Web,ficha de matrícula para traslado a 1ero primaria. Postulante: Juan.
WhatsApp,Saber si hay espacios en inicial 5 años para Maria. Gracias.
Email,Solicito información de pagos y detalles para primer grado. Atte: Maria.
Email,<p><b>Solicito información de pensiones y detalles para primer grado. Atte: Elena.</b></p>
WhatsApp,Hola hay disponibilidad de ingreso para 5to secundaria? Mi niño se llama Valentina.
WhatsApp,Hola hay lugares para 1ero primaria? Mi niño se llama Thiago.
Email,"Estimados, quisiera saber los mensualidad de primer año para mi hijo Sofia."
WhatsApp,Saber si hay cupos en inicial 4 años para Ana. Gracias.
WhatsApp,Saber si hay lugares en 6to primaria para Ana. Gracias.
WhatsApp,Hola hay cupos para inicial 3 años? Mi niño se llama Juan.
Email,"Estimados, quisiera saber los pagos de primer grado para mi hijo Maria."
Email,"Estimados, quisiera saber los pensiones de 1ero secundaria para mi hijo Maria."
Email,"Estimados, quisiera saber los mensualidad de inicial 3 años para mi hijo Mateo."
Web,partidas para traslado a primer año. Postulante: Valentina.
WhatsApp,Hola hay vacantes para inicial 3 años? Mi niño se llama Ana.
WhatsApp,Hola hay espacios para primer grado? Mi niño se llama Camila.
Email,"ESTIMADOS, QUISIERA SABER LOS PAGOS DE 6TO PRIMARIA PARA MI HIJO THIAGO."
Email,"<p><b>Estimados, quisiera saber los pensiones de primer año para mi hijo Lucia.</b></p>"
Email,"ESTIMADOS, QUISIERA SABER LOS CUOTAS DE 1ERO SECUNDARIA PARA MI HIJO SOFIA."
Web,citas de admision para primer grado. Mi menor es Elena.
Web,entrevistas de admision para 1ero primaria. Mi menor es Gabriel.
WhatsApp,Saber si hay vacantes en 5to secundaria para Gabriel. Gracias.
Web,CHARLAS DE ADMISION PARA SECUNDARIA. MI MENOR ES MATEO.
Web,citas de admision para inicial 3 años. Mi menor es Pedro.
Web,<p><b>citas de admision para 1ero primaria. Mi menor es Sofia.</b></p>
WhatsApp,Saber si hay vacantes en 6to primaria para Mateo. Gracias.
WhatsApp,Hola hay vacantes para secundaria? Mi niño se llama Ana.
Web,<p><b>reunión de admision para primer año. Mi menor es Mateo.</b></p>
Email,Solicito información de precios y detalles para primer grado. Atte: Pedro.
Web,reunión de admision para inicial 4 años. Mi menor es Ana.
Web,ENTREVISTAS DE ADMISION PARA INICIAL 3 AÑOS. MI MENOR ES THIAGO.
WhatsApp,HOLA HAY LUGARES PARA PRIMER AÑO? MI NIÑO SE LLAMA THIAGO.
WhatsApp,<p><b>Saber si hay disponibilidad de ingreso en 5to secundaria para Gabriel. Gracias.</b></p>
Email,Solicito información de pensiones y detalles para inicial 5 años. Atte: Juan.
Email,"ESTIMADOS, QUISIERA SABER LOS COSTOS DE SECUNDARIA PARA MI HIJO GABRIEL."
Web,papeles para traslado a inicial 5 años. Postulante: Mateo.
Email,"Estimados, quisiera saber los precios de primer año para mi hijo Nicolas."
Email,"ESTIMADOS, QUISIERA SABER LOS COSTOS DE 1ERO SECUNDARIA PARA MI HIJO CAMILA."
Web,CRONOGRAMA DE ADMISION PARA INICIAL 5 AÑOS. MI MENOR ES VALENTINA.
Email,"<p><b>Estimados, quisiera saber los pensiones de 5to secundaria para mi hijo Valentina.</b></p>"
Web,ficha de matrícula para traslado a primer grado. Postulante: Pedro.
WhatsApp,Saber si hay cupos en inicial 5 años para Elena. Gracias.
WhatsApp,Hola hay cupos para 1ero primaria? Mi niño se llama Mateo.
Web,documentos para traslado a secundaria. Postulante: Nicolas.
WhatsApp,Hola hay lugares para inicial 4 años? Mi niño se llama Gabriel.
Email,"Estimados, quisiera saber los pensiones de inicial 3 años para mi hijo Pedro."
Web,REQUISITOS PARA TRASLADO A 5TO SECUNDARIA. POSTULANTE: SOFIA.
Web,cronograma de admision para 1ero primaria. Mi menor es Gabriel.
Email,"Estimados, quisiera saber los precios de 6to primaria para mi hijo Elena."
Email,<p><b>Solicito información de costos y detalles para secundaria. Atte: Maria.</b></p>
Web,CITAS DE ADMISION PARA INICIAL 4 AÑOS. MI MENOR ES CAMILA.
Web,citas de admision para inicial 4 años. Mi menor es Luis.
Web,charlas de admision para 6to primaria. Mi menor es Maria.
WhatsApp,Hola hay disponibilidad de ingreso para 6to primaria? Mi niño se llama Valentina.
WhatsApp,SABER SI HAY VACANTES EN PRIMER GRADO PARA JUAN. GRACIAS.
Email,"ESTIMADOS, QUISIERA SABER LOS MENSUALIDAD DE INICIAL 5 AÑOS PARA MI HIJO THIAGO."
Email,"Estimados, quisiera saber los mensualidad de 6to primaria para mi hijo Juan."
WhatsApp,Hola hay espacios para 1ero primaria? Mi niño se llama Elena.
WhatsApp,Saber si hay vacantes en primer año para Camila. Gracias.
Web,partidas para traslado a inicial 3 años. Postulante: Luis.
Web,papeles para traslado a 1ero primaria. Postulante: Nicolas.
Web,papeles para traslado a inicial 4 años. Postulante: Sofia.
Email,Solicito información de pagos y detalles para 1ero primaria. Atte: Lucia.
Email,Solicito información de precios y detalles para 6to primaria. Atte: Elena.
Email,Solicito información de mensualidad y detalles para primer año. Atte: Valentina.
Web,citas de admision para inicial 3 años. Mi menor es Juan.
Web,reunión de admision para 6to primaria. Mi menor es Juan.
Web,<p><b>partidas para traslado a inicial 5 años. Postulante: Pedro.</b></p>
Web,FICHA DE MATRÍCULA PARA TRASLADO A INICIAL 4 AÑOS. POSTULANTE: ELENA.
Email,Solicito información de pensiones y detalles para primer grado. Atte: Mateo.
WhatsApp,Saber si hay vacantes en primer grado para Sebastian. Gracias.
Web,papeles para traslado a 1ero primaria. Postulante: Valentina.
Web,DOCUMENTACIÓN PARA TRASLADO A INICIAL 3 AÑOS. POSTULANTE: SOFIA.
Email,"Estimados, quisiera saber los pagos de primer año para mi hijo Lucia."
Web,entrevistas de admision para 5to secundaria. Mi menor es Luis.
WhatsApp,HOLA HAY CUPOS PARA 5TO SECUNDARIA? MI NIÑO SE LLAMA PEDRO.
WhatsApp,Hola hay lugares para inicial 4 años? Mi niño se llama Elena.
Email,"Estimados, quisiera saber los cuotas de 1ero secundaria para mi hijo Valentina."
Email,Solicito información de cuotas y detalles para inicial 5 años. Atte: Camila.
Email,"<p><b>Estimados, quisiera saber los pagos de 5to secundaria para mi hijo Mateo.</b></p>"
Email,"Estimados, quisiera saber los pensiones de inicial 3 años para mi hijo Camila."
Email,"ESTIMADOS, QUISIERA SABER LOS MENSUALIDAD DE INICIAL 3 AÑOS PARA MI HIJO SEBASTIAN."
Web,requisitos para traslado a primer grado. Postulante: Sofia.
Email,Solicito información de pensiones y detalles para secundaria. Atte: Gabriel.
WhatsApp,Hola hay disponibilidad de ingreso para 5to secundaria? Mi niño se llama Juan.
Web,<p><b>charlas de admision para secundaria. Mi menor es Thiago.</b></p>
Web,papeles para traslado a inicial 4 años. Postulante: Nicolas.
Email,"Estimados, quisiera saber los mensualidad de 5to secundaria para mi hijo Valentina."
Email,Solicito información de mensualidad y detalles para 5to secundaria. Atte: Sofia.
Email,"Estimados, quisiera saber los cuotas de 5to secundaria para mi hijo Pedro."
Web,requisitos para traslado a inicial 5 años. Postulante: Juan.
WhatsApp,<p><b>Saber si hay espacios en primer año para Lucia. Gracias.</b></p>
Email,Solicito información de costos y detalles para 1ero secundaria. Atte: Mateo.
Email,Solicito información de pagos y detalles para 5to secundaria. Atte: Camila.
Email,"ESTIMADOS, QUISIERA SABER LOS PAGOS DE PRIMER AÑO PARA MI HIJO MATEO."
WhatsApp,Hola hay disponibilidad de ingreso para 5to secundaria? Mi niño se llama Pedro.
WhatsApp,Saber si hay cupos en 6to primaria para Lucia. Gracias.
Email,Solicito información de cuotas y detalles para 1ero secundaria. Atte: Nicolas.
Email,"<p><b>Estimados, quisiera saber los mensualidad de 6to primaria para mi hijo Maria.</b></p>"
WhatsApp,Saber si hay lugares en primer grado para Lucia. Gracias.
Email,SOLICITO INFORMACIÓN DE PENSIONES Y DETALLES PARA 6TO PRIMARIA. ATTE: LUCIA.
WhatsApp,SABER SI HAY DISPONIBILIDAD DE INGRESO EN 1ERO SECUNDARIA PARA CAMILA. GRACIAS.
Web,entrevistas de admision para 6to primaria. Mi menor es Pedro.
Email,"Estimados, quisiera saber los pensiones de inicial 4 años para mi hijo Luis."
Web,DOCUMENTACIÓN PARA TRASLADO A INICIAL 3 AÑOS. POSTULANTE: GABRIEL.
WhatsApp,Hola hay lugares para 1ero primaria? Mi niño se llama Nicolas.
WhatsApp,HOLA HAY ESPACIOS PARA INICIAL 3 AÑOS? MI NIÑO SE LLAMA MATEO.
Web,ficha de matrícula para traslado a 1ero primaria. Postulante: Gabriel.
Web,<p><b>documentos para traslado a 5to secundaria. Postulante: Nicolas.</b></p>
WhatsApp,<p><b>Hola hay lugares para secundaria? Mi niño se llama Elena.</b></p>
Web,cronograma de admision para inicial 4 años. Mi menor es Pedro.
WhatsApp,Saber si hay cupos en 6to primaria para Lucia. Gracias.
Web,citas de admision para primer año. Mi menor es Mateo.
Email,"ESTIMADOS, QUISIERA SABER LOS COSTOS DE INICIAL 3 AÑOS PARA MI HIJO VALENTINA."
Email,Solicito información de precios y detalles para inicial 3 años. Atte: Camila.
Email,Solicito información de pensiones y detalles para 6to primaria. Atte: Thiago.
Web,ficha de matrícula para traslado a inicial 3 años. Postulante: Mateo.
Web,CHARLAS DE ADMISION PARA INICIAL 5 AÑOS. MI MENOR ES LUIS.
WhatsApp,Saber si hay espacios en inicial 3 años para Valentina. Gracias.
Web,partidas para traslado a 1ero primaria. Postulante: Lucia.
WhatsApp,Hola hay espacios para primer grado? Mi niño se llama Elena.
Web,entrevistas de admision para primer grado. Mi menor es Juan.
WhatsApp,<p><b>Saber si hay vacantes en 1ero secundaria para Lucia. Gracias.</b></p>
Email,"Estimados, quisiera saber los mensualidad de 1ero secundaria para mi hijo Valentina."
Web,cronograma de admision para 1ero primaria. Mi menor es Sebastian.
Email,<p><b>Solicito información de pagos y detalles para 1ero secundaria. Atte: Maria.</b></p>
Web,documentos para traslado a primer grado. Postulante: Mateo.
WhatsApp,HOLA HAY VACANTES PARA 6TO PRIMARIA? MI NIÑO SE LLAMA SEBASTIAN.
WhatsApp,Hola hay vacantes para inicial 3 años? Mi niño se llama Juan.
Email,Solicito información de costos y detalles para 5to secundaria. Atte: Lucia.
WhatsApp,Hola hay espacios para 5to secundaria? Mi niño se llama Camila.
Web,cronograma de admision para inicial 4 años. Mi menor es Juan.
Web,citas de admision para 1ero secundaria. Mi menor es Thiago.
Email,"<p><b>Estimados, quisiera saber los pagos de secundaria para mi hijo Camila.</b></p>"
Email,Solicito información de pensiones y detalles para secundaria. Atte: Mateo.
Email,"Estimados, quisiera saber los costos de 6to primaria para mi hijo Sebastian."
Web,cronograma de admision para secundaria. Mi menor es Juan.
Email,"Estimados, quisiera saber los pagos de inicial 5 años para mi hijo Juan."
WhatsApp,Saber si hay disponibilidad de ingreso en 1ero secundaria para Thiago. Gracias.
WhatsApp,<p><b>Saber si hay espacios en inicial 5 años para Pedro. Gracias.</b></p>
Web,<p><b>documentación para traslado a 1ero secundaria. Postulante: Maria.</b></p>
Web,FICHA DE MATRÍCULA PARA TRASLADO A 6TO PRIMARIA. POSTULANTE: NICOLAS.
Web,requisitos para traslado a inicial 3 años. Postulante: Lucia.
WhatsApp,Hola hay lugares para 5to secundaria? Mi niño se llama Luis.
Email,"ESTIMADOS, QUISIERA SABER LOS CUOTAS DE PRIMER AÑO PARA MI HIJO ANA."
WhatsApp,Saber si hay cupos en inicial 5 años para Maria. Gracias.
Email,"ESTIMADOS, QUISIERA SABER LOS MENSUALIDAD DE INICIAL 5 AÑOS PARA MI HIJO CAMILA."
WhatsApp,Hola hay lugares para inicial 4 años? Mi niño se llama Mateo.
WhatsApp,Hola hay lugares para primer año? Mi niño se llama Luis.
WhatsApp,Hola hay lugares para 1ero secundaria? Mi niño se llama Thiago.
WhatsApp,Saber si hay lugares en primer año para Sebastian. Gracias.
WhatsApp,Saber si hay vacantes en 6to primaria para Ana. Gracias.
Email,Solicito información de mensualidad y detalles para 6to primaria. Atte: Nicolas.
Web,charlas de admision para inicial 5 años. Mi menor es Thiago.
Email,"<p><b>Estimados, quisiera saber los pensiones de 1ero secundaria para mi hijo Sebastian.</b></p>"
WhatsApp,Hola hay cupos para 1ero secundaria? Mi niño se llama Camila.
Web,reunión de admision para secundaria. Mi menor es Sofia.
Email,"<p><b>Estimados, quisiera saber los costos de primer grado para mi hijo Maria.</b></p>"
Email,Solicito información de pensiones y detalles para 1ero primaria. Atte: Thiago.
Web,charlas de admision para 6to primaria. Mi menor es Sofia.
Email,"<p><b>Estimados, quisiera saber los pensiones de primer grado para mi hijo Thiago.</b></p>"
Web,REUNIÓN DE ADMISION PARA INICIAL 4 AÑOS. MI MENOR ES ANA.
WhatsApp,<p><b>Hola hay cupos para inicial 5 años? Mi niño se llama Valentina.</b></p>
